Match Number,Round Number,Date,Home Team,Away Team,Result
31075,4,2015-04-28T00:00:00.000Z,Houston Rockets,Dallas Mavericks,9
31076,4,2015-04-29T00:00:00.000Z,Memphis Grizzlies,Portland Trail Blazers,6
31077,4,2015-04-30T00:00:00.000Z,Milwaukee Bucks,Chicago Bulls,-54
31078,4,2015-05-03T00:00:00.000Z,Golden State Warriors,Memphis Grizzlies,15
31079,4,2015-05-04T00:00:00.000Z,Cleveland Cavaliers,Chicago Bulls,-7
31080,4,2015-05-05T00:00:00.000Z,Golden State Warriors,Memphis Grizzlies,-7
31081,4,2015-05-06T00:00:00.000Z,Cleveland Cavaliers,Chicago Bulls,15
31082,4,2015-05-08T00:00:00.000Z,LA Clippers,Houston Rockets,25
31083,4,2015-05-09T00:00:00.000Z,Washington Wizards,Atlanta Hawks,2
31084,4,2015-05-10T00:00:00.000Z,LA Clippers,Houston Rockets,33
31085,4,2015-05-11T00:00:00.000Z,Washington Wizards,Atlanta Hawks,-5
31086,4,2015-05-12T00:00:00.000Z,Houston Rockets,LA Clippers,21
31087,4,2015-05-13T00:00:00.000Z,Atlanta Hawks,Washington Wizards,1
31088,4,2015-05-14T00:00:00.000Z,LA Clippers,Houston Rockets,-12
31089,4,2015-05-15T00:00:00.000Z,Washington Wizards,Atlanta Hawks,-3
31181,4,2014-05-12T00:00:00.000Z,Portland Trail Blazers,San Antonio Spurs,11
31182,4,2014-05-13T00:00:00.000Z,Indiana Pacers,Washington Wizards,-23
31183,4,2014-05-14T00:00:00.000Z,Miami Heat,Brooklyn Nets,2
31184,4,2014-05-15T00:00:00.000Z,Washington Wizards,Indiana Pacers,-13
32561,4,2015-04-18T00:00:00.000Z,Toronto Raptors,Washington Wizards,-7
32562,4,2015-04-19T00:00:00.000Z,LA Clippers,San Antonio Spurs,15
32563,4,2015-04-20T00:00:00.000Z,Golden State Warriors,New Orleans Pelicans,10
32564,4,2015-04-21T00:00:00.000Z,Cleveland Cavaliers,Boston Celtics,8
32565,4,2015-04-22T00:00:00.000Z,LA Clippers,San Antonio Spurs,-4
32566,4,2015-04-23T00:00:00.000Z,Boston Celtics,Cleveland Cavaliers,-8
32567,4,2015-04-24T00:00:00.000Z,San Antonio Spurs,LA Clippers,27
32568,4,2015-04-25T00:00:00.000Z,Brooklyn Nets,Atlanta Hawks,8
32569,4,2015-04-25T00:00:00.000Z,Portland Trail Blazers,Memphis Grizzlies,-6
32570,4,2015-04-26T00:00:00.000Z,Boston Celtics,Cleveland Cavaliers,-8
32795,4,2016-04-16T00:00:00.000Z,Atlanta Hawks,Boston Celtics,1
32796,4,2016-04-17T00:00:00.000Z,San Antonio Spurs,Memphis Grizzlies,32
32797,4,2016-04-18T00:00:00.000Z,Oklahoma City Thunder,Dallas Mavericks,-1
32798,4,2016-04-20T00:00:00.000Z,Miami Heat,Charlotte Hornets,12
32799,4,2016-04-21T00:00:00.000Z,Houston Rockets,Golden State Warriors,1
32800,4,2016-04-22T00:00:00.000Z,Boston Celtics,Atlanta Hawks,8
32801,4,2016-04-23T00:00:00.000Z,Dallas Mavericks,Oklahoma City Thunder,-11
32802,4,2016-04-24T00:00:00.000Z,Boston Celtics,Atlanta Hawks,9
32803,4,2016-04-25T00:00:00.000Z,Portland Trail Blazers,LA Clippers,14
32804,4,2016-04-26T00:00:00.000Z,Atlanta Hawks,Boston Celtics,27
32805,4,2016-04-27T00:00:00.000Z,Miami Heat,Charlotte Hornets,-2
32806,4,2016-04-29T00:00:00.000Z,Portland Trail Blazers,LA Clippers,3
32807,4,2016-04-30T00:00:00.000Z,San Antonio Spurs,Oklahoma City Thunder,32
32808,4,2016-05-01T00:00:00.000Z,Golden State Warriors,Portland Trail Blazers,12
33027,4,2018-04-14T00:00:00.000Z,Portland Trail Blazers,New Orleans Pelicans,-2
33028,4,2018-04-15T00:00:00.000Z,Oklahoma City Thunder,Utah Jazz,8
33029,4,2018-04-17T00:00:00.000Z,Portland Trail Blazers,New Orleans Pelicans,-9
33030,4,2018-04-18T00:00:00.000Z,Cleveland Cavaliers,Indiana Pacers,3
33031,4,2018-04-19T00:00:00.000Z,San Antonio Spurs,Golden State Warriors,-13
33032,4,2018-04-20T00:00:00.000Z,Washington Wizards,Toronto Raptors,19
33033,4,2018-04-21T00:00:00.000Z,New Orleans Pelicans,Portland Trail Blazers,8
33034,4,2018-04-22T00:00:00.000Z,Indiana Pacers,Cleveland Cavaliers,-4
33035,4,2018-04-23T00:00:00.000Z,Utah Jazz,Oklahoma City Thunder,17
33036,4,2018-04-24T00:00:00.000Z,Boston Celtics,Milwaukee Bucks,5
33037,4,2018-04-25T00:00:00.000Z,Houston Rockets,Minnesota Timberwolves,18
33038,4,2018-04-27T00:00:00.000Z,Utah Jazz,Oklahoma City Thunder,5
33039,4,2018-04-28T00:00:00.000Z,Boston Celtics,Milwaukee Bucks,16
33040,4,2018-04-29T00:00:00.000Z,Houston Rockets,Utah Jazz,14
33041,4,2018-05-01T00:00:00.000Z,Golden State Warriors,New Orleans Pelicans,5
33042,4,2018-05-02T00:00:00.000Z,Houston Rockets,Utah Jazz,-8
33043,4,2018-05-03T00:00:00.000Z,Toronto Raptors,Cleveland Cavaliers,-18
33044,4,2018-05-04T00:00:00.000Z,New Orleans Pelicans,Golden State Warriors,19
33045,4,2018-05-04T00:00:00.000Z,Utah Jazz,Houston Rockets,-21
33046,4,2018-05-05T00:00:00.000Z,Philadelphia 76ers,Boston Celtics,-3
33047,4,2018-05-05T00:00:00.000Z,Cleveland Cavaliers,Toronto Raptors,2
33048,4,2018-05-06T00:00:00.000Z,New Orleans Pelicans,Golden State Warriors,-26
33049,4,2018-05-06T00:00:00.000Z,Utah Jazz,Houston Rockets,-13
33050,4,2018-05-07T00:00:00.000Z,Philadelphia 76ers,Boston Celtics,11
33051,4,2018-05-07T00:00:00.000Z,Cleveland Cavaliers,Toronto Raptors,35
33052,4,2018-05-08T00:00:00.000Z,Golden State Warriors,New Orleans Pelicans,9
33053,4,2018-05-08T00:00:00.000Z,Houston Rockets,Utah Jazz,10
33054,4,2018-05-09T00:00:00.000Z,Boston Celtics,Philadelphia 76ers,2
33055,4,2018-05-13T00:00:00.000Z,Boston Celtics,Cleveland Cavaliers,25
33056,4,2018-05-14T00:00:00.000Z,Houston Rockets,Golden State Warriors,-13
33057,4,2018-05-15T00:00:00.000Z,Boston Celtics,Cleveland Cavaliers,13
33058,4,2018-05-16T00:00:00.000Z,Houston Rockets,Golden State Warriors,22
33070,4,2016-04-16T00:00:00.000Z,Oklahoma City Thunder,Dallas Mavericks,38
33071,4,2016-04-17T00:00:00.000Z,Miami Heat,Charlotte Hornets,32
33281,4,2018-04-14T00:00:00.000Z,Toronto Raptors,Washington Wizards,8
33282,4,2018-04-15T00:00:00.000Z,Houston Rockets,Minnesota Timberwolves,3
33283,4,2018-04-16T00:00:00.000Z,Philadelphia 76ers,Miami Heat,-10
33284,4,2018-04-17T00:00:00.000Z,Boston Celtics,Milwaukee Bucks,14
33285,4,2018-04-18T00:00:00.000Z,Oklahoma City Thunder,Utah Jazz,-7
33286,4,2018-04-19T00:00:00.000Z,New Orleans Pelicans,Portland Trail Blazers,17
33287,4,2018-04-20T00:00:00.000Z,Indiana Pacers,Cleveland Cavaliers,2
33288,4,2018-04-21T00:00:00.000Z,Minnesota Timberwolves,Houston Rockets,16
33289,4,2018-04-22T00:00:00.000Z,Washington Wizards,Toronto Raptors,8
33290,4,2018-04-23T00:00:00.000Z,Minnesota Timberwolves,Houston Rockets,-19
33291,4,2018-04-24T00:00:00.000Z,Philadelphia 76ers,Miami Heat,13
33292,4,2018-04-25T00:00:00.000Z,Toronto Raptors,Washington Wizards,10
33293,4,2018-05-19T00:00:00.000Z,Cleveland Cavaliers,Boston Celtics,30
33294,4,2018-05-20T00:00:00.000Z,Golden State Warriors,Houston Rockets,41
33295,4,2018-05-21T00:00:00.000Z,Cleveland Cavaliers,Boston Celtics,9
33296,4,2018-05-22T00:00:00.000Z,Golden State Warriors,Houston Rockets,-3
33297,4,2018-05-23T00:00:00.000Z,Boston Celtics,Cleveland Cavaliers,13
33298,4,2018-05-24T00:00:00.000Z,Houston Rockets,Golden State Warriors,4
33299,4,2018-05-25T00:00:00.000Z,Cleveland Cavaliers,Boston Celtics,10
33300,4,2018-05-26T00:00:00.000Z,Golden State Warriors,Houston Rockets,29
33301,4,2018-05-27T00:00:00.000Z,Boston Celtics,Cleveland Cavaliers,-8
33302,4,2018-05-28T00:00:00.000Z,Houston Rockets,Golden State Warriors,-9
33719,4,2018-05-31T00:00:00.000Z,Golden State Warriors,Cleveland Cavaliers,10
33720,4,2018-06-03T00:00:00.000Z,Golden State Warriors,Cleveland Cavaliers,19
33721,4,2018-06-06T00:00:00.000Z,Cleveland Cavaliers,Golden State Warriors,-8
33722,4,2018-06-08T00:00:00.000Z,Cleveland Cavaliers,Golden State Warriors,-23
33748,4,2016-04-16T00:00:00.000Z,Toronto Raptors,Indiana Pacers,-10
33749,4,2016-04-17T00:00:00.000Z,LA Clippers,Portland Trail Blazers,20
33750,4,2016-04-18T00:00:00.000Z,Toronto Raptors,Indiana Pacers,11
33751,4,2016-04-19T00:00:00.000Z,Atlanta Hawks,Boston Celtics,17
33752,4,2016-04-20T00:00:00.000Z,LA Clippers,Portland Trail Blazers,21
33753,4,2016-04-21T00:00:00.000Z,Dallas Mavericks,Oklahoma City Thunder,-29
33754,4,2016-04-22T00:00:00.000Z,Memphis Grizzlies,San Antonio Spurs,-9
33755,4,2016-04-23T00:00:00.000Z,Indiana Pacers,Toronto Raptors,17
33756,4,2016-04-23T00:00:00.000Z,Portland Trail Blazers,LA Clippers,8
33757,4,2016-04-24T00:00:00.000Z,Houston Rockets,Golden State Warriors,-27
33850,4,2017-04-15T00:00:00.000Z,Cleveland Cavaliers,Indiana Pacers,1
33851,4,2017-04-16T00:00:00.000Z,Houston Rockets,Oklahoma City Thunder,31
33852,4,2017-04-18T00:00:00.000Z,LA Clippers,Utah Jazz,8
33853,4,2017-04-19T00:00:00.000Z,Washington Wizards,Atlanta Hawks,8
33854,4,2017-04-20T00:00:00.000Z,Memphis Grizzlies,San Antonio Spurs,11
33855,4,2017-04-21T00:00:00.000Z,Chicago Bulls,Boston Celtics,-17
33856,4,2017-04-21T00:00:00.000Z,Utah Jazz,LA Clippers,-5
33857,4,2017-04-22T00:00:00.000Z,Atlanta Hawks,Washington Wizards,18
33858,4,2017-04-23T00:00:00.000Z,Utah Jazz,LA Clippers,7
33859,4,2017-04-24T00:00:00.000Z,Atlanta Hawks,Washington Wizards,10
33860,4,2017-04-25T00:00:00.000Z,Houston Rockets,Oklahoma City Thunder,6
33861,4,2017-04-27T00:00:00.000Z,Milwaukee Bucks,Toronto Raptors,-3
33862,4,2017-04-28T00:00:00.000Z,Chicago Bulls,Boston Celtics,-22
33863,4,2017-04-30T00:00:00.000Z,Boston Celtics,Washington Wizards,12
33864,4,2017-05-01T00:00:00.000Z,San Antonio Spurs,Houston Rockets,-27
33865,4,2017-05-02T00:00:00.000Z,Boston Celtics,Washington Wizards,10
33866,4,2017-05-03T00:00:00.000Z,San Antonio Spurs,Houston Rockets,25
33867,4,2017-05-04T00:00:00.000Z,Washington Wizards,Boston Celtics,27
33868,4,2017-05-05T00:00:00.000Z,Houston Rockets,San Antonio Spurs,-11
33869,4,2017-05-06T00:00:00.000Z,Utah Jazz,Golden State Warriors,-11
33870,4,2017-05-07T00:00:00.000Z,Toronto Raptors,Cleveland Cavaliers,-7
33871,4,2017-05-07T00:00:00.000Z,Houston Rockets,San Antonio Spurs,21
33872,4,2017-05-22T00:00:00.000Z,San Antonio Spurs,Golden State Warriors,-14
33875,4,2016-04-16T00:00:00.000Z,Golden State Warriors,Houston Rockets,26
33876,4,2016-04-17T00:00:00.000Z,Cleveland Cavaliers,Detroit Pistons,5
33877,4,2016-04-18T00:00:00.000Z,Golden State Warriors,Houston Rockets,9
33878,4,2016-04-19T00:00:00.000Z,San Antonio Spurs,Memphis Grizzlies,26
33879,4,2016-04-20T00:00:00.000Z,Cleveland Cavaliers,Detroit Pistons,17
33880,4,2016-04-21T00:00:00.000Z,Indiana Pacers,Toronto Raptors,-16
33881,4,2016-04-22T00:00:00.000Z,Detroit Pistons,Cleveland Cavaliers,-10
33882,4,2016-04-23T00:00:00.000Z,Charlotte Hornets,Miami Heat,16
33883,4,2016-04-24T00:00:00.000Z,Detroit Pistons,Cleveland Cavaliers,-2
33884,4,2016-04-25T00:00:00.000Z,Oklahoma City Thunder,Dallas Mavericks,14
33885,4,2016-04-26T00:00:00.000Z,Toronto Raptors,Indiana Pacers,3
33886,4,2016-04-27T00:00:00.000Z,LA Clippers,Portland Trail Blazers,-10
33887,4,2016-04-28T00:00:00.000Z,Boston Celtics,Atlanta Hawks,-12
33888,4,2016-04-29T00:00:00.000Z,Indiana Pacers,Toronto Raptors,18
33889,4,2016-05-01T00:00:00.000Z,Toronto Raptors,Indiana Pacers,5
33890,4,2016-05-02T00:00:00.000Z,San Antonio Spurs,Oklahoma City Thunder,-1
33891,4,2016-05-03T00:00:00.000Z,Golden State Warriors,Portland Trail Blazers,11
33892,4,2016-05-04T00:00:00.000Z,Cleveland Cavaliers,Atlanta Hawks,25
33893,4,2016-05-05T00:00:00.000Z,Toronto Raptors,Miami Heat,4
33894,4,2016-05-06T00:00:00.000Z,Atlanta Hawks,Cleveland Cavaliers,-13
33895,4,2016-05-07T00:00:00.000Z,Portland Trail Blazers,Golden State Warriors,12
33896,4,2016-05-08T00:00:00.000Z,Oklahoma City Thunder,San Antonio Spurs,14
33897,4,2016-05-09T00:00:00.000Z,Miami Heat,Toronto Raptors,7
33898,4,2016-05-11T00:00:00.000Z,Golden State Warriors,Portland Trail Blazers,4
33899,4,2016-05-12T00:00:00.000Z,Oklahoma City Thunder,San Antonio Spurs,14
33900,4,2016-05-13T00:00:00.000Z,Miami Heat,Toronto Raptors,12
33901,4,2016-05-15T00:00:00.000Z,Toronto Raptors,Miami Heat,27
33902,4,2016-05-16T00:00:00.000Z,Golden State Warriors,Oklahoma City Thunder,-6
33903,4,2016-05-17T00:00:00.000Z,Cleveland Cavaliers,Toronto Raptors,31
33904,4,2016-05-18T00:00:00.000Z,Golden State Warriors,Oklahoma City Thunder,27
33905,4,2016-05-19T00:00:00.000Z,Cleveland Cavaliers,Toronto Raptors,19
33906,4,2016-05-21T00:00:00.000Z,Toronto Raptors,Cleveland Cavaliers,15
33907,4,2016-05-22T00:00:00.000Z,Oklahoma City Thunder,Golden State Warriors,28
33908,4,2016-05-23T00:00:00.000Z,Toronto Raptors,Cleveland Cavaliers,6
33909,4,2016-05-24T00:00:00.000Z,Oklahoma City Thunder,Golden State Warriors,24
33910,4,2016-05-25T00:00:00.000Z,Cleveland Cavaliers,Toronto Raptors,38
33911,4,2016-05-26T00:00:00.000Z,Golden State Warriors,Oklahoma City Thunder,9
33912,4,2016-05-27T00:00:00.000Z,Toronto Raptors,Cleveland Cavaliers,-26
33913,4,2016-05-28T00:00:00.000Z,Oklahoma City Thunder,Golden State Warriors,-7
33914,4,2016-05-30T00:00:00.000Z,Golden State Warriors,Oklahoma City Thunder,8
33915,4,2016-06-02T00:00:00.000Z,Golden State Warriors,Cleveland Cavaliers,15
33916,4,2016-06-05T00:00:00.000Z,Golden State Warriors,Cleveland Cavaliers,33
33917,4,2016-06-08T00:00:00.000Z,Cleveland Cavaliers,Golden State Warriors,30
33918,4,2016-06-10T00:00:00.000Z,Cleveland Cavaliers,Golden State Warriors,-11
33919,4,2016-06-13T00:00:00.000Z,Golden State Warriors,Cleveland Cavaliers,-15
33920,4,2016-06-16T00:00:00.000Z,Cleveland Cavaliers,Golden State Warriors,14
33921,4,2016-06-19T00:00:00.000Z,Golden State Warriors,Cleveland Cavaliers,-4
33994,4,2017-04-15T00:00:00.000Z,San Antonio Spurs,Memphis Grizzlies,29
33995,4,2017-04-16T00:00:00.000Z,Boston Celtics,Chicago Bulls,-4
33996,4,2017-04-17T00:00:00.000Z,San Antonio Spurs,Memphis Grizzlies,14
33997,4,2017-04-18T00:00:00.000Z,Toronto Raptors,Milwaukee Bucks,6
33998,4,2017-04-19T00:00:00.000Z,Golden State Warriors,Portland Trail Blazers,29
33999,4,2017-04-20T00:00:00.000Z,Indiana Pacers,Cleveland Cavaliers,-5
34000,4,2017-04-21T00:00:00.000Z,Oklahoma City Thunder,Houston Rockets,2
34001,4,2017-04-22T00:00:00.000Z,Memphis Grizzlies,San Antonio Spurs,2
34002,4,2017-04-23T00:00:00.000Z,Chicago Bulls,Boston Celtics,-9
34003,4,2017-04-24T00:00:00.000Z,Toronto Raptors,Milwaukee Bucks,25
34004,4,2017-04-25T00:00:00.000Z,LA Clippers,Utah Jazz,-4
34005,4,2017-04-26T00:00:00.000Z,Washington Wizards,Atlanta Hawks,4
34006,4,2017-04-28T00:00:00.000Z,Utah Jazz,LA Clippers,-5
34007,4,2017-04-30T00:00:00.000Z,LA Clippers,Utah Jazz,-13
34008,4,2017-05-01T00:00:00.000Z,Cleveland Cavaliers,Toronto Raptors,11
34009,4,2017-05-02T00:00:00.000Z,Golden State Warriors,Utah Jazz,12
34010,4,2017-05-03T00:00:00.000Z,Cleveland Cavaliers,Toronto Raptors,22
34011,4,2016-04-24T00:00:00.000Z,Memphis Grizzlies,San Antonio Spurs,-21
34012,4,2016-04-25T00:00:00.000Z,Charlotte Hornets,Miami Heat,4
34013,4,2016-04-27T00:00:00.000Z,Golden State Warriors,Houston Rockets,33
34014,4,2016-04-29T00:00:00.000Z,Charlotte Hornets,Miami Heat,-7
34015,4,2016-05-01T00:00:00.000Z,Miami Heat,Charlotte Hornets,33
34016,4,2016-05-02T00:00:00.000Z,Cleveland Cavaliers,Atlanta Hawks,11
34017,4,2016-05-03T00:00:00.000Z,Toronto Raptors,Miami Heat,-6
34018,4,2016-05-06T00:00:00.000Z,Oklahoma City Thunder,San Antonio Spurs,-4
34019,4,2016-05-07T00:00:00.000Z,Miami Heat,Toronto Raptors,-4
34020,4,2016-05-08T00:00:00.000Z,Atlanta Hawks,Cleveland Cavaliers,-1
34021,4,2016-05-09T00:00:00.000Z,Portland Trail Blazers,Golden State Warriors,-7
34022,4,2016-05-10T00:00:00.000Z,San Antonio Spurs,Oklahoma City Thunder,-4
34023,4,2016-05-11T00:00:00.000Z,Toronto Raptors,Miami Heat,8
34224,4,2017-04-15T00:00:00.000Z,Toronto Raptors,Milwaukee Bucks,-14
34225,4,2017-04-16T00:00:00.000Z,Golden State Warriors,Portland Trail Blazers,12
34226,4,2017-04-17T00:00:00.000Z,Cleveland Cavaliers,Indiana Pacers,6
34227,4,2017-04-18T00:00:00.000Z,Boston Celtics,Chicago Bulls,-14
34228,4,2017-04-19T00:00:00.000Z,Houston Rockets,Oklahoma City Thunder,4
34229,4,2017-04-20T00:00:00.000Z,Milwaukee Bucks,Toronto Raptors,27
34230,4,2017-04-22T00:00:00.000Z,Portland Trail Blazers,Golden State Warriors,-6
34231,4,2017-04-23T00:00:00.000Z,Oklahoma City Thunder,Houston Rockets,-4
34312,4,2017-04-22T00:00:00.000Z,Milwaukee Bucks,Toronto Raptors,-11
34313,4,2017-04-23T00:00:00.000Z,Indiana Pacers,Cleveland Cavaliers,-4
34314,4,2017-04-24T00:00:00.000Z,Portland Trail Blazers,Golden State Warriors,-25
34315,4,2017-04-25T00:00:00.000Z,San Antonio Spurs,Memphis Grizzlies,13
34316,4,2017-04-26T00:00:00.000Z,Boston Celtics,Chicago Bulls,11
34317,4,2017-04-27T00:00:00.000Z,Memphis Grizzlies,San Antonio Spurs,-7
34318,4,2017-04-28T00:00:00.000Z,Atlanta Hawks,Washington Wizards,-16
34475,4,2017-05-04T00:00:00.000Z,Golden State Warriors,Utah Jazz,11
34476,4,2017-05-05T00:00:00.000Z,Toronto Raptors,Cleveland Cavaliers,-21
34477,4,2017-05-07T00:00:00.000Z,Washington Wizards,Boston Celtics,19
34543,4,2018-04-14T00:00:00.000Z,Philadelphia 76ers,Miami Heat,27
34544,4,2018-04-15T00:00:00.000Z,Cleveland Cavaliers,Indiana Pacers,-18
34596,4,2017-05-08T00:00:00.000Z,Utah Jazz,Golden State Warriors,-26
34597,4,2017-05-09T00:00:00.000Z,San Antonio Spurs,Houston Rockets,3
34598,4,2017-05-10T00:00:00.000Z,Boston Celtics,Washington Wizards,22
34599,4,2017-05-11T00:00:00.000Z,Houston Rockets,San Antonio Spurs,-39
34600,4,2017-05-12T00:00:00.000Z,Washington Wizards,Boston Celtics,1
34601,4,2017-05-14T00:00:00.000Z,Golden State Warriors,San Antonio Spurs,2
34602,4,2017-05-15T00:00:00.000Z,Boston Celtics,Washington Wizards,10
34603,4,2017-05-16T00:00:00.000Z,Golden State Warriors,San Antonio Spurs,36
34604,4,2017-05-17T00:00:00.000Z,Boston Celtics,Cleveland Cavaliers,-13
34605,4,2017-05-19T00:00:00.000Z,Boston Celtics,Cleveland Cavaliers,-44
34606,4,2017-05-20T00:00:00.000Z,San Antonio Spurs,Golden State Warriors,-12
34607,4,2017-05-21T00:00:00.000Z,Cleveland Cavaliers,Boston Celtics,-3
34608,4,2017-05-23T00:00:00.000Z,Cleveland Cavaliers,Boston Celtics,13
34609,4,2017-05-25T00:00:00.000Z,Boston Celtics,Cleveland Cavaliers,-33
34610,4,2017-06-01T00:00:00.000Z,Golden State Warriors,Cleveland Cavaliers,22
34611,4,2017-06-04T00:00:00.000Z,Golden State Warriors,Cleveland Cavaliers,19
34612,4,2017-06-07T00:00:00.000Z,Cleveland Cavaliers,Golden State Warriors,-5
34613,4,2017-06-09T00:00:00.000Z,Cleveland Cavaliers,Golden State Warriors,21
34614,4,2017-06-12T00:00:00.000Z,Golden State Warriors,Cleveland Cavaliers,9
34797,4,2018-04-15T00:00:00.000Z,Boston Celtics,Milwaukee Bucks,6
34798,4,2018-04-16T00:00:00.000Z,Golden State Warriors,San Antonio Spurs,15
34799,4,2018-04-17T00:00:00.000Z,Toronto Raptors,Washington Wizards,11
34800,4,2018-04-18T00:00:00.000Z,Houston Rockets,Minnesota Timberwolves,20
34801,4,2018-04-19T00:00:00.000Z,Miami Heat,Philadelphia 76ers,-20
34802,4,2018-04-20T00:00:00.000Z,Milwaukee Bucks,Boston Celtics,24
34803,4,2018-04-21T00:00:00.000Z,Miami Heat,Philadelphia 76ers,-4
34804,4,2018-04-21T00:00:00.000Z,Utah Jazz,Oklahoma City Thunder,13
34805,4,2018-04-22T00:00:00.000Z,San Antonio Spurs,Golden State Warriors,13
34806,4,2018-04-25T00:00:00.000Z,Oklahoma City Thunder,Utah Jazz,8
34807,4,2018-04-26T00:00:00.000Z,Milwaukee Bucks,Boston Celtics,11
34808,4,2018-04-27T00:00:00.000Z,Washington Wizards,Toronto Raptors,-10
34961,4,2018-04-14T00:00:00.000Z,Golden State Warriors,San Antonio Spurs,21
35577,4,2017-04-15T00:00:00.000Z,LA Clippers,Utah Jazz,-2
35578,4,2017-04-16T00:00:00.000Z,Washington Wizards,Atlanta Hawks,7
35632,4,2018-04-22T00:00:00.000Z,Milwaukee Bucks,Boston Celtics,2
35633,4,2018-04-24T00:00:00.000Z,Golden State Warriors,San Antonio Spurs,8
35634,4,2018-04-25T00:00:00.000Z,Cleveland Cavaliers,Indiana Pacers,3
35635,4,2018-04-27T00:00:00.000Z,Indiana Pacers,Cleveland Cavaliers,34
35636,4,2018-04-28T00:00:00.000Z,Golden State Warriors,New Orleans Pelicans,22
35637,4,2018-04-29T00:00:00.000Z,Cleveland Cavaliers,Indiana Pacers,4
35638,4,2018-04-30T00:00:00.000Z,Boston Celtics,Philadelphia 76ers,16
35639,4,2018-05-01T00:00:00.000Z,Toronto Raptors,Cleveland Cavaliers,-1
35640,4,2018-05-03T00:00:00.000Z,Boston Celtics,Philadelphia 76ers,5
60517,4,2019-04-23T00:00:00.000Z,Denver Nuggets,San Antonio Spurs,18
60500,4,2019-04-17T00:00:00.000Z,Boston Celtics,Indiana Pacers,8
60499,4,2019-04-17T00:00:00.000Z,Milwaukee Bucks,Detroit Pistons,21
60498,4,2019-04-17T00:00:00.000Z,Houston Rockets,Utah Jazz,20
60504,4,2019-04-19T00:00:00.000Z,Orlando Magic,Toronto Raptors,-5
60506,4,2019-04-19T00:00:00.000Z,Indiana Pacers,Boston Celtics,-8
60505,4,2019-04-19T00:00:00.000Z,Oklahoma City Thunder,Portland Trail Blazers,12
60485,4,2019-04-13T00:00:00.000Z,Philadelphia 76ers,Brooklyn Nets,-9
60486,4,2019-04-13T00:00:00.000Z,Toronto Raptors,Orlando Magic,-3
60487,4,2019-04-13T00:00:00.000Z,Golden State Warriors,LA Clippers,17
60488,4,2019-04-13T00:00:00.000Z,Denver Nuggets,San Antonio Spurs,-5
60489,4,2019-04-14T00:00:00.000Z,Boston Celtics,Indiana Pacers,10
60491,4,2019-04-14T00:00:00.000Z,Milwaukee Bucks,Detroit Pistons,35
60490,4,2019-04-14T00:00:00.000Z,Houston Rockets,Utah Jazz,32
60492,4,2019-04-14T00:00:00.000Z,Portland Trail Blazers,Oklahoma City Thunder,5
60493,4,2019-04-15T00:00:00.000Z,Golden State Warriors,LA Clippers,-4
60494,4,2019-04-15T00:00:00.000Z,Philadelphia 76ers,Brooklyn Nets,22
60496,4,2019-04-16T00:00:00.000Z,Toronto Raptors,Orlando Magic,29
60497,4,2019-04-16T00:00:00.000Z,Denver Nuggets,San Antonio Spurs,9
60495,4,2019-04-16T00:00:00.000Z,Portland Trail Blazers,Oklahoma City Thunder,20
60511,4,2019-04-21T00:00:00.000Z,Indiana Pacers,Boston Celtics,-4
60514,4,2019-04-21T00:00:00.000Z,LA Clippers,Golden State Warriors,-8
60513,4,2019-04-21T00:00:00.000Z,Orlando Magic,Toronto Raptors,-22
60512,4,2019-04-21T00:00:00.000Z,Oklahoma City Thunder,Portland Trail Blazers,-13
60516,4,2019-04-22T00:00:00.000Z,Detroit Pistons,Milwaukee Bucks,-23
60515,4,2019-04-22T00:00:00.000Z,Utah Jazz,Houston Rockets,16
60501,4,2019-04-18T00:00:00.000Z,Brooklyn Nets,Philadelphia 76ers,-16
60503,4,2019-04-18T00:00:00.000Z,San Antonio Spurs,Denver Nuggets,10
60502,4,2019-04-18T00:00:00.000Z,LA Clippers,Golden State Warriors,-27
60509,4,2019-04-20T00:00:00.000Z,Brooklyn Nets,Philadelphia 76ers,-4
60508,4,2019-04-20T00:00:00.000Z,San Antonio Spurs,Denver Nuggets,-14
60510,4,2019-04-20T00:00:00.000Z,Detroit Pistons,Milwaukee Bucks,-16
60507,4,2019-04-20T00:00:00.000Z,Utah Jazz,Houston Rockets,-3
60521,4,2019-04-24T00:00:00.000Z,Golden State Warriors,LA Clippers,-8
60531,4,2019-04-26T00:00:00.000Z,LA Clippers,Golden State Warriors,-19
60522,4,2019-04-24T00:00:00.000Z,Houston Rockets,Utah Jazz,7
60526,4,2019-04-25T00:00:00.000Z,San Antonio Spurs,Denver Nuggets,17
60534,4,2019-04-27T00:00:00.000Z,Denver Nuggets,San Antonio Spurs,4
61746,4,2019-05-10T00:00:00.000Z,Houston Rockets,Golden State Warriors,-5
60519,4,2019-04-23T00:00:00.000Z,Toronto Raptors,Orlando Magic,19
60520,4,2019-04-23T00:00:00.000Z,Philadelphia 76ers,Brooklyn Nets,22
60518,4,2019-04-23T00:00:00.000Z,Portland Trail Blazers,Oklahoma City Thunder,3
61741,4,2019-05-06T00:00:00.000Z,Boston Celtics,Milwaukee Bucks,-12
61740,4,2019-05-06T00:00:00.000Z,Houston Rockets,Golden State Warriors,4
61743,4,2019-05-08T00:00:00.000Z,Milwaukee Bucks,Boston Celtics,25
61744,4,2019-05-08T00:00:00.000Z,Golden State Warriors,Houston Rockets,5
